"Id";"CIF";"Entidad_Norm";"Provincia_Entidad";"ID_ENTIDAD";"NIF_COD";"ACRONIMO";"NOMBRE_ENTIDAD";"Nombre_Entidad_Mostrar";"TIPO_ENTIDAD_N1_1";"TIPO_ENTIDAD_N2_1";"DIRECCION_POSTAL";"COD_POSTAL";"COD_PROVINCIA";"PROVINCIA";"COD_CCAA";"CCAA";"ENLACE_WEB";"SOMMA";"TIPO_ENTIDAD_REGIONAL";"ESTADO_x";"CodigoInvente";"DenominacionSocial";"FormaJuridica_Codigo";"FormaJuridica_Descripcion";"NIF";"codigoDir3";"codigoOrigen";"Provincia_Codigo";"C_ID_UD_ORGANICA";"C_DNM_UD_ORGANICA";"C_ID_NIVEL_ADMON";"C_ID_TIPO_ENT_PUBLICA";"N_NIVEL_JERARQUICO";"C_ID_DEP_UD_SUPERIOR";"C_DNM_UD_ORGANICA_SUPERIOR";"C_ID_DEP_UD_PRINCIPAL";"C_DNM_UD_ORGANICA_PRINCIPAL";"B_SW_DEP_EDP_PRINCIPAL";"C_ID_DEP_EDP_PRINCIPAL";"C_DNM_UD_ORGANICA_EDP_PRINCIPAL";"C_ID_ESTADO";"D_VIG_ALTA_OFICIAL";"NIF_CIF";"C_ID_AMB_PROVINCIA";"C_DESC_PROV";"CONTACTOS";"List_Entidad_Norm";"List_Provincia_Entidad";"List_CIF"
5328;"P4801700H";"ayuntamiento de barakaldo";48;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L01480139";"Ayuntamiento de Barakaldo";3;"AY";1;"LA9999999";"Entidades Locales";"L01480139";"Ayuntamiento de Barakaldo";"N";"NaN";"NaN";"V";"NaN";"P4801700H";"48,0000";"Bizkaia";"haz-sac@barakaldo.eus";"['ayuntamiento de barakaldo']";"[48]";"['P4801700H']"
6552;"A15031727";"aguas de la coruna s a";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00000189";"Aguas de La Coruña, S.A. ";12;"Sociedad mercantil ";"A15031727";"NaN";"1115030AP001";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['aguas de la coruna s a', 'empresa municipal de aguas de la coruna']";"[15]";"['A15031727']"
1491;"";"institut d informatica i aplicacions";17;1540;"";"ILLA";"";"Institut d'Informàtica i Aplicacions";"Centro de Investigación";"Centro/Instituto Propio";"Calle de la Universitat de Girona, Nº 6, Campus Montilivi";17003;17;"Girona";9;"Cataluña";"https://www.udg.edu/ca/instituts/IIIa";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['institut d informatica i aplicacions']";"[17]";"[]"
1375;"";"centro de investigacion para las tecnologias inteligentes de la informacion y sus aplicaciones de la universidad rey juan carlos";28;1420;"";"CETINIA";"";"Centro de Investigación para las Tecnologías Inteligentes de la Información y sus Aplicaciones de la Universidad Rey Juan Carlos";"Centro de Investigación";"Centro/Instituto Propio";"Calle Tulipán, s/n, Campus Móstoles";28933;28;"Madrid";13;"Madrid, Comunidad de";"https://sites.google.com/view/cetinia-urjc/inicio";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro de investigacion para las tecnologias inteligentes de la informacion y sus aplicaciones de la universidad rey juan carlos']";"[28]";"[]"
6408;"G66167115";"associacio voces con sentidos";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['associacio voces con sentidos']";"[8]";"['G66167115']"
2344;"P0301400H";"ayuntamiento de alicante alacant";3;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L01030149";"Ayuntamiento de Alicante/Alacant";3;"AY";1;"LA9999999";"Entidades Locales";"L01030149";"Ayuntamiento de Alicante/Alacant";"N";"NaN";"NaN";"V";"NaN";"P0301400H";"3,0000";"Alacant/Alicante";"remedios.martinez@alicante-ayto.es";"['ayuntamiento de alicante alacant', 'ayuntamiento de alicante']";"[3]";"['P0301400H']"
2119;"Q5856178H";"centre d alt rendiment esportiu";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00001095";"Centre d'Alt Rendiment Esportiu";2;"Ente público";"Q5856178H";"NaN";"0900000BU008";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro de alto rendimiento deportivo', 'centre d alt rendiment esportiu']";"[8]";"['Q5856178H']"
8102;"A36033009";"bodegas martin codax s a u";36;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['bodegas martin codax s a u']";"[36]";"['A36033009']"
1528;"";"instituto universitario de ciencias ambientales";28;1577;"";"IUCA";"";"Instituto Universitario de Ciencias Ambientales";"Centro de Investigación";"Centro/Instituto Propio";"Manuel Bartolomé Cossio, s/n";28040;28;"Madrid";13;"Madrid, Comunidad de";"https://www.ucm.es/iuca";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['instituto universitario de ciencias ambientales']";"[28]";"[]"
6590;"B20912408";"avs added value industrial engineering solutions sl";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['avs added value industrial engineering solutions sl']";"[20]";"['B20912408']"
652;"G36346203";"fundacion centro tecnoloxico do granito de galicia";36;659;"G36346203";"CTG";"FUNDACION CENTRO TECNOLOXICO DO GRANITO DE GALICIA";"Fundación Centro Tecnolóxico do Granito de Galicia";"Centro tecnológico y de apoyo a la innovación tecnológica";"Otros centros tecnológicos y de apoyo a la innovación tecnológica";"Lugar Riveira Torneiros";36400;36;"Pontevedra";12;"Galicia";"http://www.fctgranito.es/";"";"";"ACTIVO";"INV00002897";"Fundación Centro Tecnolóxico do Granito de Galicia";6;"Fundación ";"G36346203";"NaN";"1100083HH000";36;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacion centro tecnoloxico do granito de galicia']";"[36]";"['G36346203']"
4832;"B95797890";"muon tomography systems sl";48;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['muon tomography systems sl']";"[48]";"['B95797890']"
6196;"G67466425";"asociacion european spine study group";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['asociacion european spine study group']";"[8]";"['G67466425']"
5179;"Q1567003G";"autoridad portuaria de a coruna";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00000361";"Autoridad Portuaria de A Coruña";20;"Otro organismo y entidad de derecho público vinculado o dependiente de la Administración del Estado";"Q1567003G";"EA0001310";"956  NF";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['autoridad portuaria de a coruna', 'autoridad portuaria de la corua']";"[15]";"['Q1567003G']"
2136;"Q8050008E";"servicio murciano de salud";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00005053";"Servicio Murciano de Salud";2;"Ente público";"Q8050008E";"A14004326";"1300000BU005";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['hosptital universitario virgen de la arrixaca', 'centro de bioquimica y genetica clinica', 'servicio murciano de salud']";"[30]";"['Q8050008E']"
1455;"";"centro de investigacion en tecnologias de la informacion y de las comunicaciones de la universidad de granada";18;1502;"";"CITIC-UGR";"";"Centro de Investigación en Tecnologías de la Información y de las Comunicaciones de la Universidad de Granada";"Centro de Investigación";"Centro/Instituto Propio";"Calle Periodista Rafael Gómez Montero, Nº 2 ";18071;18;"Granada";1;"Andalucía";"http://citic.ugr.es/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro de investigacion en tecnologias de la informacion y de las comunicaciones de la universidad de granada']";"[18]";"[]"
298;"G63009138";"centre de recerca matematica";8;300;"G63009138";"CRM";"CENTRE DE RECERCA MATEMATICA";"Centre de Recerca Matemática";"Centro de Investigación";"Centro/Instituto propio";"Campus UAB Edifici C, Bellaterra";8193;8;"Barcelona";9;"Cataluña";"http://www.crm.cat/";"";"";"NO ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['consorci centre de recerca matematica consorcio centro de investigacion matematica', 'consorci centre de recerca matematica', 'centre de recerca matematica crm', 'centre de recerca matematica']";"[8]";"['G63009138', 'V63009138']"
7441;"B61017018";"budenheim iberica slu";50;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['budenheim iberica slu']";"[50]";"['B61017018']"
8178;"B10221653";"gexbrok mediacion s l";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['gexbrok mediacion s l']";"[10]";"['B10221653']"
6096;"G63360531";"fundacio centre internacional de cultura alimentaria";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacio centre internacional de cultura alimentaria']";"[8]";"['G63360531']"
455;"";"institute of ancient near eastern studies";8;460;"";"IPOA";"INSTITUTE OF ANCIENT NEAR EASTERN STUDIES";"Institute of Ancient Near Eastern Studies";"Centro de Investigación";"Centro/Instituto propio";"Gran Via de les Corts Catalanes, 585";8007;8;"Barcelona";9;"Cataluña";"http://www.ub.es/ipoa/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['institute of ancient near eastern studies']";"[8]";"[]"
970;"";"supercomputador cibeles del centro de computacion cientifica de la uam";28;984;"";"CIBELES";"Cibeles de la Universidad Autónoma de Madrid";"Supercomputador Cibeles del Centro de Computación Científica de la UAM";"Infraestructura";"Infraestructura propia";"Universidad Autónoma de Madrid, Ciudad Universitaria de Cantoblanco";28049;28;"Madrid";13;"Madrid, Comunidad de";"https://www.ccc.uam.es/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['supercomputador cibeles del centro de computacion cientifica de la uam']";"[28]";"[]"
303;"G82729369";"grupo de investigacion clinica en oncologia radioterapica";28;306;"G82729369";"GICOR";"GRUPO DE INVESTIGACION CLINICA EN ONCOLOGIA RADIOTERAPICA GICOR";"Grupo de Investigación Clinica en Oncología Radioterápica";"Unidad/Grupo de Investigación";"Grupo Investigación Empresarial";"Calle Chile, 10, Las Rozas";28290;28;"Madrid";13;"Madrid, Comunidad de";"http://www.gicor.es/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['grupo de investigacion clinica en oncologia radioterapica']";"[28]";"['G82729369']"
4904;"B96805536";"iseco sistemas sl";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['iseco sistemas sl']";"[46]";"['B96805536']"
6028;"Q4170003J";"colegio oficial de ingenieros industriales de andalucia occidental";41;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['colegio oficial de ingenieros industriales de andalucia occidental']";"[41]";"['Q4170003J']"
2492;"B65664013";"products and technology s l";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['products and technology s l']";"[8]";"['B65664013']"
5860;"G82076860";"fundacion orange";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacion orange']";"[28]";"['G82076860']"
3051;"B14980296";"interlight sp sl";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['interlight sp sl']";"[14]";"['B14980296']"
2938;"B30159271";"plasticos del segura sl";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['plasticos del segura sl']";"[30]";"['B30159271']"
3688;"B32151532";"egatel sl";32;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['egatel sl']";"[32]";"['B32151532']"
6826;"B09094103";"hegardt sl";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['hegardt sl']";"[9]";"['B09094103']"
5927;"";"ministerio de la presidencia";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['ministerio de la presidencia']";"[28]";"[]"
4435;"B85588549";"subterra ingenieria sl";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['subterra ingenieria sl']";"[28]";"['B85588549']"
6520;"G26300616";"asociacion para la promocion de la pera de rincon de soto";26;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['asociacion para la promocion de la pera de rincon de soto']";"[26]";"['G26300616']"
7598;"";"ecole normale superieure";88;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['ecole normale superieure']";"[88]";"[]"
7607;"B40521775";"moldrug ai systems";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['moldrug ai systems']";"[46]";"['B40521775']"
1928;"G53738308";"fundacion general de la universidad de alicante fundacion de la comunitat valenciana";3;1979;"G53738308";"";"FUNDACION GENERAL DE LA UNIVERSIDAD DE ALICANTE FUNDACION DE LA COMUNITAT VALENCIANA";"Fundación General de La Universidad de Alicante Fundación de La Comunitat Valenciana";"Entidad de Gestión, Promoción y Fomento de la I+D";"De universidad";"";3690;3;"Alicante/Alacant";10;"Comunitat Valenciana";"";"";"";"ACTIVO";"INV00002992";"Fundación General de la Universidad de Alicante, Fundación de la Comunitat Valenciana";6;"Fundación ";"G53738308";"NaN";"1700027HH000";3;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacion general de la universidad de alicante fundacion de la comunitat valenciana']";"[3]";"['G53738308']"
5745;"G15400500";"coordinadora para el estudio de los mamiferos marinos de galicia";36;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['coordinadora para el estudio de los mamiferos marinos de galicia']";"[36]";"['G15400500']"
7461;"Q1868004A";"real academia de medicina de granada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['real academia de medicina de granada']";"[]";"['Q1868004A']"
2711;"B55716443";"creatsens health sociedad limitada";43;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['creatsens health sociedad limitada']";"[43]";"['B55716443']"
1371;"";"aplicaciones medioambientales e industriales de la catalisis";43;1416;"";"AMIC";"";"Aplicaciones Medioambientales e Industriales de la Catálisis";"Centro tecnológico y de apoyo a la innovación tecnológica";"Otros centros tecnológicos y de apoyo a la innovación tecnológica";"Avinguda dels Països Catalans, Nº 18";43007;43;"Tarragona";9;"Cataluña";"https://www.urv.cat/es/investigacion/estructuras/centros-innovacion/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['aplicaciones medioambientales e industriales de la catalisis']";"[43]";"[]"
2044;"";"gobierno de navarra";31;100015;"";"GOBIERNO NAVARRA";"";"Gobierno de Navarra";"Administración pública";"Administración pública";"Avenida Carlos III, 2, Pamplona";31002;31;"Navarra";15;"Navarra, Comunidad Foral de";"https://www.navarra.es/es/inicio";"";"";"NO ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['gobierno de navarra']";"[31]";"[]"
89;"G65324691";"catalan sports cluster";8;89;"G65324691";"INDESCAT";"Catalan Sports Cluster - INDESCAT";"Catalan Sports Clúster";"Clúster/Plataforma";"Agrupación Empresarial Innovadora Registrada";"Carrer Milà i Fontanals 14-26";8012;8;"Barcelona";9;"Cataluña";"http://www.indescat.org";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['associacio catalana cluster de la industria de l esport', 'catalan sports cluster', 'indescat']";"[8]";"['G65324691']"
4131;"A50043298";"celulosa fabril sa";50;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['celulosa fabril sa']";"[50]";"['A50043298']"
7825;"B60355948";"monocrom sl";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['monocrom sl']";"[8]";"['B60355948']"
4891;"A08335671";"esteve quimica s a";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['esteve quimica s a']";"[8]";"['A08335671']"
5508;"G21210000";"fundacion valdocco";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00005498";"Fundación Valdocco";6;"Fundación ";"G21210000";"NaN";"0100131HH000";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacion valdocco']";"[21]";"['G21210000']"
6307;"G98879703";"asociacion iberica de reciclajes textil";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['asociacion iberica de reciclajes textil']";"[46]";"['G98879703']"
6999;"";"universita ca foscari";77;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['universita ca foscari']";"[77]";"[]"
8182;"B10350205";"fuentemadero veterinaria slu";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fuentemadero veterinaria slu']";"[10]";"['B10350205']"
2340;"P0200900I";"ayuntamiento de almansa";2;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L01020096";"Ayuntamiento de Almansa";3;"AY";1;"LA9999999";"Entidades Locales";"L01020096";"Ayuntamiento de Almansa";"N";"NaN";"NaN";"V";"NaN";"P0200900I";"2,0000";"Albacete";"almansa@dipualba.es";"['ayuntamiento de almansa']";"[2]";"['P0200900I']"
7370;"B67127886";"ahead therapeutics sl";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['ahead therapeutics sl']";"[8]";"['B67127886']"
1369;"";"centro de tecnologia de membranas e ingenieria de procesos";43;1414;"";"METEOR";"";"Centro de Tecnología de Membranas e Ingeniería de Procesos";"Centro tecnológico y de apoyo a la innovación tecnológica";"Otros centros tecnológicos y de apoyo a la innovación tecnológica";"Avinguda dels Països Catalans, Nº 26 ";43007;43;"Tarragona";9;"Cataluña";"https://www.urv.cat/es/investigacion/estructuras/centros-innovacion/";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro de tecnologia de membranas e ingenieria de procesos']";"[43]";"[]"
7835;"";"universidade do minho";88;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['universidade do minho']";"[88]";"[]"
4966;"G63799191";"eco union";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['ecounion', 'eco union']";"[8]";"['G63799191']"
4953;"B91531814";"sofitec aero sl";41;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['sofitec aero sociedad limitada', 'sofitec aero sl']";"[41]";"['B91531814']"
1176;"V75076505";"creatio irizar innovation center";20;1199;"V75076505";"CREATIO";"";"Creatio. Irizar Innovation Center";"Agrupaciones o asociaciones empresariales";"Agrupaciones o asociaciones empresariales";"Camino Zumarraga, 8, Ormaiztegi";20216;20;"Gipuzkoa";16;"País Vasco";"https://www.irizar.com/creatio-id/";"";"";"NO ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['creatio irizar innovation center']";"[20]";"['V75076505']"
6101;"G15115322";"unions agrarias upa uniones agrarias";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['unions agrarias upa uniones agrarias']";"[15]";"['G15115322']"
